,link,date,judge,decision
191,https://www.nycourts.gov/reporter/motions/2024/2024_97191.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
192,https://www.nycourts.gov/reporter/motions/2024/2024_97192.htm,2024-03-20,"Troutman, J.",Disposition: Applications for Criminal Leave to appeal denied
193,https://www.nycourts.gov/reporter/motions/2024/2024_97193.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
194,https://www.nycourts.gov/reporter/motions/2024/2024_97194.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
195,https://www.nycourts.gov/reporter/motions/2024/2024_97195.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
196,https://www.nycourts.gov/reporter/motions/2024/2024_97196.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
197,https://www.nycourts.gov/reporter/motions/2024/2024_97197.htm,2024-03-21,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
198,https://www.nycourts.gov/reporter/motions/2024/2024_97198.htm,2024-03-26,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
199,https://www.nycourts.gov/reporter/motions/2024/2024_97199.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
200,https://www.nycourts.gov/reporter/motions/2024/2024_97200.htm,2024-03-27,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
201,https://www.nycourts.gov/reporter/motions/2024/2024_97201.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
202,https://www.nycourts.gov/reporter/motions/2024/2024_97202.htm,2024-03-01,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
203,https://www.nycourts.gov/reporter/motions/2024/2024_97203.htm,2024-03-27,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
204,https://www.nycourts.gov/reporter/motions/2024/2024_97204.htm,2024-03-29,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
205,https://www.nycourts.gov/reporter/motions/2024/2024_97205.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
206,https://www.nycourts.gov/reporter/motions/2024/2024_97206.htm,2024-03-27,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
207,https://www.nycourts.gov/reporter/motions/2024/2024_97207.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal dismissed
208,https://www.nycourts.gov/reporter/motions/2024/2024_97208.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
209,https://www.nycourts.gov/reporter/motions/2024/2024_97209.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
210,https://www.nycourts.gov/reporter/motions/2024/2024_97210.htm,2024-03-26,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
211,https://www.nycourts.gov/reporter/motions/2024/2024_97211.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
212,https://www.nycourts.gov/reporter/motions/2024/2024_97212.htm,2024-03-27,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
213,https://www.nycourts.gov/reporter/motions/2024/2024_97213.htm,2024-03-21,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
214,https://www.nycourts.gov/reporter/motions/2024/2024_97214.htm,2024-03-20,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
215,https://www.nycourts.gov/reporter/motions/2024/2024_97215.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
216,https://www.nycourts.gov/reporter/motions/2024/2024_97216.htm,2024-03-20,"Troutman, J.",Disposition: Applications for Criminal Leave to appeal denied
217,https://www.nycourts.gov/reporter/motions/2024/2024_97217.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
218,https://www.nycourts.gov/reporter/motions/2024/2024_97218.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
219,https://www.nycourts.gov/reporter/motions/2024/2024_97219.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied reconsideration
220,https://www.nycourts.gov/reporter/motions/2024/2024_97220.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal dismissed
221,https://www.nycourts.gov/reporter/motions/2024/2024_97221.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal dismissed
222,https://www.nycourts.gov/reporter/motions/2024/2024_97222.htm,2024-03-14,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
223,https://www.nycourts.gov/reporter/motions/2024/2024_97223.htm,2024-03-20,"Troutman, J.",Disposition: Applications for Criminal Leave to appeal dismissed
224,https://www.nycourts.gov/reporter/motions/2024/2024_97224.htm,2024-03-07,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
225,https://www.nycourts.gov/reporter/motions/2024/2024_97225.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
226,https://www.nycourts.gov/reporter/motions/2024/2024_97226.htm,2024-03-29,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
227,https://www.nycourts.gov/reporter/motions/2024/2024_97227.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
228,https://www.nycourts.gov/reporter/motions/2024/2024_97228.htm,2024-03-27,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
229,https://www.nycourts.gov/reporter/motions/2024/2024_97229.htm,2024-03-26,"Troutman, J.",Disposition: Applications for Criminal Leave to appeal denied
230,https://www.nycourts.gov/reporter/motions/2024/2024_97230.htm,2024-03-20,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
231,https://www.nycourts.gov/reporter/motions/2024/2024_97231.htm,2024-03-20,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal dismissed
232,https://www.nycourts.gov/reporter/motions/2024/2024_97232.htm,2024-03-29,"Singas, J.",Disposition: Applications for Criminal Leave to appeal dismissed
233,https://www.nycourts.gov/reporter/motions/2024/2024_97233.htm,2024-03-20,"Troutman, J.",Disposition: Applications for Criminal Leave to appeal denied
234,https://www.nycourts.gov/reporter/motions/2024/2024_97234.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
235,https://www.nycourts.gov/reporter/motions/2024/2024_97235.htm,2024-03-27,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied reconsideration
236,https://www.nycourts.gov/reporter/motions/2024/2024_97236.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
237,https://www.nycourts.gov/reporter/motions/2024/2024_97237.htm,2024-03-25,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
238,https://www.nycourts.gov/reporter/motions/2024/2024_97238.htm,2024-03-25,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
239,https://www.nycourts.gov/reporter/motions/2024/2024_97239.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
240,https://www.nycourts.gov/reporter/motions/2024/2024_97240.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
241,https://www.nycourts.gov/reporter/motions/2024/2024_97241.htm,2024-03-27,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
242,https://www.nycourts.gov/reporter/motions/2024/2024_97242.htm,2024-03-27,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
243,https://www.nycourts.gov/reporter/motions/2024/2024_97243.htm,2024-03-29,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
244,https://www.nycourts.gov/reporter/motions/2024/2024_97244.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
245,https://www.nycourts.gov/reporter/motions/2024/2024_97245.htm,2024-03-21,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
246,https://www.nycourts.gov/reporter/motions/2024/2024_97246.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
247,https://www.nycourts.gov/reporter/motions/2024/2024_97247.htm,2024-03-20,"Troutman, J.",Disposition: Applications for Criminal Leave to appeal denied
248,https://www.nycourts.gov/reporter/motions/2024/2024_97248.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
249,https://www.nycourts.gov/reporter/motions/2024/2024_97249.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
250,https://www.nycourts.gov/reporter/motions/2024/2024_97250.htm,2024-03-28,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal dismissed
251,https://www.nycourts.gov/reporter/motions/2024/2024_97251.htm,2024-03-20,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
252,https://www.nycourts.gov/reporter/motions/2024/2024_97252.htm,2024-03-27,"Singas, J.",Disposition: Applications for Criminal Leave to appeal dismissed
253,https://www.nycourts.gov/reporter/motions/2024/2024_97253.htm,2024-03-14,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
254,https://www.nycourts.gov/reporter/motions/2024/2024_97254.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal dismissed
255,https://www.nycourts.gov/reporter/motions/2024/2024_97255.htm,2024-03-25,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
256,https://www.nycourts.gov/reporter/motions/2024/2024_97256.htm,2024-03-29,"Singas, J.",Disposition: Applications for Criminal Leave to appeal dismissed
257,https://www.nycourts.gov/reporter/motions/2024/2024_97257.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied reconsideration
258,https://www.nycourts.gov/reporter/motions/2024/2024_97258.htm,2024-03-27,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
259,https://www.nycourts.gov/reporter/motions/2024/2024_97259.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
260,https://www.nycourts.gov/reporter/motions/2024/2024_97260.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal granted
261,https://www.nycourts.gov/reporter/motions/2024/2024_97261.htm,2024-03-25,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
262,https://www.nycourts.gov/reporter/motions/2024/2024_97262.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
263,https://www.nycourts.gov/reporter/motions/2024/2024_97263.htm,2024-03-18,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
264,https://www.nycourts.gov/reporter/motions/2024/2024_97264.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
265,https://www.nycourts.gov/reporter/motions/2024/2024_97265.htm,2024-04-09,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
266,https://www.nycourts.gov/reporter/motions/2024/2024_97266.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
267,https://www.nycourts.gov/reporter/motions/2024/2024_97267.htm,2024-04-29,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
268,https://www.nycourts.gov/reporter/motions/2024/2024_97268.htm,2024-04-02,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
269,https://www.nycourts.gov/reporter/motions/2024/2024_97269.htm,2024-04-23,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
270,https://www.nycourts.gov/reporter/motions/2024/2024_97270.htm,2024-04-30,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
271,https://www.nycourts.gov/reporter/motions/2024/2024_97271.htm,2024-04-29,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
272,https://www.nycourts.gov/reporter/motions/2024/2024_97272.htm,2024-04-30,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied reconsideration
273,https://www.nycourts.gov/reporter/motions/2024/2024_97273.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
274,https://www.nycourts.gov/reporter/motions/2024/2024_97274.htm,2024-04-29,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
275,https://www.nycourts.gov/reporter/motions/2024/2024_97275.htm,2024-04-22,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
276,https://www.nycourts.gov/reporter/motions/2024/2024_97276.htm,2024-04-03,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
277,https://www.nycourts.gov/reporter/motions/2024/2024_97277.htm,2024-04-30,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
278,https://www.nycourts.gov/reporter/motions/2024/2024_97278.htm,2024-04-29,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
279,https://www.nycourts.gov/reporter/motions/2024/2024_97279.htm,2024-04-26,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
280,https://www.nycourts.gov/reporter/motions/2024/2024_97280.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
281,https://www.nycourts.gov/reporter/motions/2024/2024_97281.htm,2024-04-29,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
282,https://www.nycourts.gov/reporter/motions/2024/2024_97282.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
283,https://www.nycourts.gov/reporter/motions/2024/2024_97283.htm,2024-04-03,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
284,https://www.nycourts.gov/reporter/motions/2024/2024_97284.htm,2024-04-30,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
285,https://www.nycourts.gov/reporter/motions/2024/2024_97285.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
286,https://www.nycourts.gov/reporter/motions/2024/2024_97286.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
287,https://www.nycourts.gov/reporter/motions/2024/2024_97287.htm,2024-04-29,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
288,https://www.nycourts.gov/reporter/motions/2024/2024_97288.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
289,https://www.nycourts.gov/reporter/motions/2024/2024_97289.htm,2024-04-29,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
290,https://www.nycourts.gov/reporter/motions/2024/2024_97290.htm,2024-04-30,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
291,https://www.nycourts.gov/reporter/motions/2024/2024_97291.htm,2024-04-30,"Singas, J.",Disposition: Applications for Criminal Leave to appeal granted
292,https://www.nycourts.gov/reporter/motions/2024/2024_97292.htm,2024-04-10,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
293,https://www.nycourts.gov/reporter/motions/2024/2024_97293.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
294,https://www.nycourts.gov/reporter/motions/2024/2024_97294.htm,2024-04-15,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
295,https://www.nycourts.gov/reporter/motions/2024/2024_97295.htm,2024-04-15,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
296,https://www.nycourts.gov/reporter/motions/2024/2024_97296.htm,2024-04-24,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
297,https://www.nycourts.gov/reporter/motions/2024/2024_97297.htm,2024-04-22,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
298,https://www.nycourts.gov/reporter/motions/2024/2024_97298.htm,2024-04-26,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
299,https://www.nycourts.gov/reporter/motions/2024/2024_97299.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
300,https://www.nycourts.gov/reporter/motions/2024/2024_97300.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
301,https://www.nycourts.gov/reporter/motions/2024/2024_97301.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
302,https://www.nycourts.gov/reporter/motions/2024/2024_97302.htm,2024-04-30,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
303,https://www.nycourts.gov/reporter/motions/2024/2024_97303.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
304,https://www.nycourts.gov/reporter/motions/2024/2024_97304.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
305,https://www.nycourts.gov/reporter/motions/2024/2024_97305.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
306,https://www.nycourts.gov/reporter/motions/2024/2024_97306.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
307,https://www.nycourts.gov/reporter/motions/2024/2024_97307.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
308,https://www.nycourts.gov/reporter/motions/2024/2024_97308.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
309,https://www.nycourts.gov/reporter/motions/2024/2024_97309.htm,2024-04-22,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
310,https://www.nycourts.gov/reporter/motions/2024/2024_97310.htm,2024-04-05,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
311,https://www.nycourts.gov/reporter/motions/2024/2024_97311.htm,2024-04-24,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal dismissed
312,https://www.nycourts.gov/reporter/motions/2024/2024_97312.htm,2024-04-24,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
313,https://www.nycourts.gov/reporter/motions/2024/2024_97313.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
314,https://www.nycourts.gov/reporter/motions/2024/2024_97314.htm,2024-04-30,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
315,https://www.nycourts.gov/reporter/motions/2024/2024_97315.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
316,https://www.nycourts.gov/reporter/motions/2024/2024_97316.htm,2024-04-08,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
317,https://www.nycourts.gov/reporter/motions/2024/2024_97317.htm,2024-04-23,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
318,https://www.nycourts.gov/reporter/motions/2024/2024_97318.htm,2024-04-26,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
319,https://www.nycourts.gov/reporter/motions/2024/2024_97319.htm,2024-04-24,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal granted
320,https://www.nycourts.gov/reporter/motions/2024/2024_97320.htm,2024-04-18,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
321,https://www.nycourts.gov/reporter/motions/2024/2024_97321.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
322,https://www.nycourts.gov/reporter/motions/2024/2024_97322.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
323,https://www.nycourts.gov/reporter/motions/2024/2024_97323.htm,2024-04-25,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
324,https://www.nycourts.gov/reporter/motions/2024/2024_97324.htm,2024-04-04,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal granted
325,https://www.nycourts.gov/reporter/motions/2024/2024_97325.htm,2024-04-29,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied reconsideration
326,https://www.nycourts.gov/reporter/motions/2024/2024_97326.htm,2024-04-02,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
327,https://www.nycourts.gov/reporter/motions/2024/2024_97327.htm,2024-04-10,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
328,https://www.nycourts.gov/reporter/motions/2024/2024_97328.htm,2024-04-30,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
329,https://www.nycourts.gov/reporter/motions/2024/2024_97329.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
330,https://www.nycourts.gov/reporter/motions/2024/2024_97330.htm,2024-04-24,"Wilson, Ch. J.",Disposition: Applications for Criminal Leave to appeal denied
331,https://www.nycourts.gov/reporter/motions/2024/2024_97331.htm,2024-04-22,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
332,https://www.nycourts.gov/reporter/motions/2024/2024_97332.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
333,https://www.nycourts.gov/reporter/motions/2024/2024_97333.htm,2024-04-03,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
334,https://www.nycourts.gov/reporter/motions/2024/2024_97334.htm,2024-04-15,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal dismissed
335,https://www.nycourts.gov/reporter/motions/2024/2024_97335.htm,2024-04-08,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
336,https://www.nycourts.gov/reporter/motions/2024/2024_97336.htm,2024-04-30,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal dismissed
337,https://www.nycourts.gov/reporter/motions/2024/2024_97337.htm,2024-04-15,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
338,https://www.nycourts.gov/reporter/motions/2024/2024_97338.htm,2024-04-30,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal dismissed
339,https://www.nycourts.gov/reporter/motions/2024/2024_97339.htm,2024-04-29,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
340,https://www.nycourts.gov/reporter/motions/2024/2024_97340.htm,2024-04-08,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
341,https://www.nycourts.gov/reporter/motions/2024/2024_97341.htm,2024-04-09,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
342,https://www.nycourts.gov/reporter/motions/2024/2024_97342.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
343,https://www.nycourts.gov/reporter/motions/2024/2024_97343.htm,2024-04-02,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
344,https://www.nycourts.gov/reporter/motions/2024/2024_97344.htm,2024-04-29,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
345,https://www.nycourts.gov/reporter/motions/2024/2024_97345.htm,2024-04-29,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
346,https://www.nycourts.gov/reporter/motions/2024/2024_97346.htm,2024-04-30,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
347,https://www.nycourts.gov/reporter/motions/2024/2024_97347.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
348,https://www.nycourts.gov/reporter/motions/2024/2024_97348.htm,2024-04-30,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
349,https://www.nycourts.gov/reporter/motions/2024/2024_97349.htm,2024-04-30,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
350,https://www.nycourts.gov/reporter/motions/2024/2024_97350.htm,2024-04-11,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
351,https://www.nycourts.gov/reporter/motions/2024/2024_97351.htm,2024-04-12,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal dismissed
352,https://www.nycourts.gov/reporter/motions/2024/2024_97352.htm,2024-04-26,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
353,https://www.nycourts.gov/reporter/motions/2024/2024_97353.htm,2024-04-29,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
354,https://www.nycourts.gov/reporter/motions/2024/2024_97354.htm,2024-04-25,"Singas, J.",Disposition: Applications for Criminal Leave to appeal dismissed
355,https://www.nycourts.gov/reporter/motions/2024/2024_97355.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
356,https://www.nycourts.gov/reporter/motions/2024/2024_97356.htm,2024-04-30,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
357,https://www.nycourts.gov/reporter/motions/2024/2024_97357.htm,2024-04-30,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
358,https://www.nycourts.gov/reporter/motions/2024/2024_97358.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
359,https://www.nycourts.gov/reporter/motions/2024/2024_97359.htm,2024-04-29,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
360,https://www.nycourts.gov/reporter/motions/2024/2024_97360.htm,2024-04-29,"Halligan, J.",Disposition: Applications for Criminal Leave to appeal denied
361,https://www.nycourts.gov/reporter/motions/2024/2024_97361.htm,2024-04-26,"Garcia, J.",Disposition: Applications for Criminal Leave to appeal denied
362,https://www.nycourts.gov/reporter/motions/2024/2024_97362.htm,2024-04-26,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
363,https://www.nycourts.gov/reporter/motions/2024/2024_97363.htm,2024-04-18,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied
364,https://www.nycourts.gov/reporter/motions/2024/2024_97364.htm,2024-04-30,"Singas, J.",Disposition: Applications for Criminal Leave to appeal denied* 
365,https://www.nycourts.gov/reporter/motions/2024/2024_97365.htm,2024-04-12,"Troutman, J.",Disposition: Applications for Criminal Leave to appeal granted
366,https://www.nycourts.gov/reporter/motions/2024/2024_97366.htm,2024-04-30,"Rivera, J.",Disposition: Applications for Criminal Leave to appeal denied
367,https://www.nycourts.gov/reporter/motions/2024/2024_97367.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal dismissed
368,https://www.nycourts.gov/reporter/motions/2024/2024_97368.htm,2024-04-26,"Cannataro, J.",Disposition: Applications for Criminal Leave to appeal denied
